,rating,title,text,average_rating,rating_number,year,month,day,hour
4192,3,Easy to use and Cheap !,Easy to use still working for the price you can’t ask for more,4.3,377,2019,6,23,6
4193,3,Kinda small,Could stand to be bigger in size.,4.8,13,2017,2,26,13
4194,3,Results last one day,Lasts for only one day.,3.9,572,2016,7,20,13
4195,3,Be careful. This has aluminum zirconium which may affect your skin,"Be careful. This has aluminum zirconium (the main ingredient for antiperspirant) which may affect some people's skin differently. Which happened to me. For 3 days my armpits were extremely itchy, red, and with small irritating bumps. I don't think this is the product's fault all honestly since the problem is my skin. SO BE CAREFUL.",4.5,1084,2020,10,30,21
4196,3,Beautiful hair. Weird hairline. You can tell it's a wig. Good with a hat.,The part is bad.,4.4,4,2021,9,28,23
4197,3,Stand is cheap and gets loose,Mannequin was good but stand constantly loosened up.,4.5,7012,2020,2,7,10
4198,3,OK for the price,"It is OK for an inexpensive product. The case is the best part. The parts inside are cheaply made, and nail cutters are dull and difficult to use for someone with arthritis.<br /><br />I would not buy it again.",4.3,7,2011,9,2,14
4199,3,A bit thin and liquidy,"I bought this thinking that it would be nice and thick since it's an amplifier and can supposedly be used under lipstick, but it's kind of watery and thin, so I don't think I could use it under lipstick at all.  I've found that it stays on better if I apply it and then tap another coat onto my lips with my finger and spread it out.<br /><br />Also, the citrus taste/smell tends to sting if your lips are chapped, and I haven't noticed any amplifiying properties about it whatsoever.<br /><br />It's an OK product, but there are definitely better balms and amplifiers out there and so I know I won't re-purchase this.",3.0,1,2010,12,5,0
4200,3,Three Stars,High quality but smelt like marker. Sent it back,3.9,56,2016,12,8,0
4201,3,I guess they could be useful if you clear coat your nails immediately after,"No grade between the ultracoarse sides and four superfine grits.  Low quality for the price.<br /><br />Bought these on a whim, shined up my nails once and as soon as I touched anything they were scratched again.  Duh, (even healthy) nails are soft.  I guess they could be useful if you clear coat your nails immediately after?",4.1,22,2016,6,15,17
4202,3,Very nice But,"A little tight on my head, hopefully they will stretch a little with wear.  I also think there should be definitely<br />1 bead more on each end of the headband and 2 more on each end would be perfect.",4.3,27,2021,6,1,23
4203,3,These are just OK...the fabric design on cheetah pattern is best.,Just OK ... very thin fabric - cheaply made.,4.5,19,2020,2,27,17
4204,3,... have a stud earring that would not stick out like a sore thumb,i wanted to have a stud earring that would not stick out like a sore thumb..  also wanted to keep my second hole in my ear open so these fit the bill... i like that you can hear the back click.. so you know that they are on..  not a fan of the clear.. they did cloud up on me... but overall i am happy with my purchase.,4.5,50,2018,8,20,19
4205,3,Not a no smudge lipstick,I liked the color but it didn't stay put long. Lip stain is the way to go for that I think.,2.4,5,2019,1,19,7
4206,3,Three Stars,Fine product but not sturdy enough for my bariatric father.,3.8,61,2018,4,13,12
4207,3,Too soft for deep cleaning,The regular soft is too soft for a main toothbrush.  Meaning it doesn't clean as well as something with more bristles and a little more rigid (oral b advantage and any reach toothbrush come to mind).  It's a very comfortable toothbrush but I don't trust it to clean as well as other similarly priced toothbrushes.  Heck I think the chinese colgate extra cleans a bit better.,4.2,11,2011,6,18,17
4208,3,weird taste/scent but overall okay,The flavor and scent of the lip balm is a bit off putting but it feels moisturizing and was a great price!,4.2,5,2022,11,27,3
4209,3,"I only used this product twice, I wasn't real ...","I only used this product twice, I wasn't real crazy on the smell, and the two times I used it , the product made my skin etch.. So I was afraid to use it again.",3.5,183,2016,2,29,2
4210,3,Too small,"The gems are really small, and the pack I received were smaller than 18g. If you're looking for something less noticeable like for work, but still a little sparkle, these are okay for that.",4.0,257,2016,7,21,13
4211,3,Works,Works well,4.3,446,2019,9,8,3
4212,3,Three Stars,It would be better if it came with a cover to help the eggs cook thoroughly.,3.8,23,2018,11,17,1
4213,3,Disappointing,"The ink started to bleed after maybe 12-18 hours. Printed and applied them as a test, to see how I liked the designs and if they'd be hidden in my forearms under my work shirts. By midday Saturday, heavy bleeding if the ink. I know they are temporary, but I thought they'd hold up for a few days, given the price per sheet.",3.3,29,2017,5,6,18
4214,3,Battery life sucks,"Battery life sucks. Everytime you need to charge the battery before use.  If you try to use the shaver in 3/4 days, battery would already be dead though you charged it fully and only used for 10 mins.",3.9,522,2021,6,21,19
4215,3,Cosplay wig,Pro: Nice color & style<br />Con: Sheads ALOT!!!,3.0,1,2022,4,27,22
4216,3,Decent,Decent,4.1,2717,2022,7,1,19
4217,3,Extremely thin,"Wig is very thin, however it took dye very well.",3.2,23,2020,7,23,6
4218,3,Seen better implementations.,Wish it covered the sides.  Seen better implementations.,4.0,82,2018,4,15,1
4219,3,Three Stars,Not bad but we found out they break after a few uses,4.1,168,2017,7,15,22
4220,3,Three Stars,"Too much money for a roll of tape.  However, it is what I needed and works fairly well.",3.8,133,2016,6,25,20
4221,3,better to use an oil with,This moisturizer is fair not to rich if that is what you are looking for.....better to use an oil with it,3.6,4,2017,12,12,7
4222,3,Wrong decision,"Like some of the other things in set. But polish never dries, light is not good for this polish",3.9,149,2019,3,12,3
4223,3,Stiff,To help my curls stay curls for a full day.  Hair felt very stiff...  Could not comb through asher application without breaking abd splitting hair,4.2,47,2022,4,20,22
4224,3,Nice product.. But I wouldn't call it magnetic eyelashes,"It was made with love, It was nicely packed, and the quality is good. There is only one problem: This is not magnetic eyelashes since you need glue to put them on. The only magnetic parts are the baby lashes. The baby lashes are very small pieces, groups of 3 singles lashes, that you can add on the main lashes after you applied them with glue. But the whole point with magnetic eyelashes is to not use anything! just your natural lashes as a sandwich.<br />I have returned them, sorry!",3.0,1,2019,11,27,4
4225,3,Too thin for me,Headband was a thin sheer fabric. Kept sliding off. Not exactly what I was looking for. I like the thicker bands.,3.1,22,2020,10,3,15
4226,3,Pictured scents are not what you get.,"I ordered this beard butter because I love oak moss scent (and that's what the label on the picture of this scent shows as the first scent), but the actual product has pineapple as the first listed scent. It's ok and is a good beard conditioner, but kinda disappointed I didn't get the scent I ordered and I don't really want to order another if I end up with the wrong one again.",4.6,5,2020,3,23,0
4227,3,Fun and cheap for festivals and pride day,Very Glittery. Fun and cheap for festivals and pride day.,3.3,24,2017,6,4,20
4228,3,Smudges,I like the color and they don't cause an allergic reaction but they smudge easily and don't hold up to a day of wear. I'm disappointed because I wanted something hypoallerginic and long lasting. Guess I'll keep searching.,2.8,7,2021,10,5,2
4229,3,Not for very thick hair,Good but not for thick hair,4.1,7,2022,10,11,19
